Date,Time,Date_Time,pp_CO2
4/15/2018,4:05:00,4/15/2018 4:05,967.2340872
4/15/2018,5:05:00,4/15/2018 5:05,978.9696458
4/15/2018,6:05:00,4/15/2018 6:05,977.6484368
4/15/2018,7:05:00,4/15/2018 7:05,981.8923557
4/15/2018,8:05:00,4/15/2018 8:05,980.5693472
4/15/2018,9:05:00,4/15/2018 9:05,979.3897185
4/15/2018,10:05:00,4/15/2018 10:05,977.7760679
4/15/2018,11:05:00,4/15/2018 11:05,977.5267998
4/15/2018,12:05:00,4/15/2018 12:05,976.8391141
4/15/2018,13:05:00,4/15/2018 13:05,977.3231506
4/15/2018,14:05:00,4/15/2018 14:05,977.5130148
4/15/2018,15:05:00,4/15/2018 15:05,977.41403
4/15/2018,16:05:00,4/15/2018 16:05,978.0482172
4/15/2018,17:05:00,4/15/2018 17:05,1020.975698
4/15/2018,18:05:00,4/15/2018 18:05,1045.179231
4/15/2018,19:05:00,4/15/2018 19:05,1079.117621
4/15/2018,20:05:00,4/15/2018 20:05,1063.404796
4/15/2018,21:05:00,4/15/2018 21:05,1056.539994
4/15/2018,22:05:00,4/15/2018 22:05,1054.979725
4/15/2018,23:05:00,4/15/2018 23:05,1053.02056
4/16/2018,0:05:00,4/16/2018 0:05,1054.343487
4/16/2018,1:05:00,4/16/2018 1:05,1057.265327
4/16/2018,2:05:00,4/16/2018 2:05,1058.890869
4/16/2018,3:05:00,4/16/2018 3:05,1061.349125
4/16/2018,4:05:00,4/16/2018 4:05,1064.159928
4/16/2018,6:05:00,4/16/2018 6:05,1063.090884
4/16/2018,7:05:00,4/16/2018 7:05,1088.629945
4/16/2018,8:05:00,4/16/2018 8:05,1094.517354
4/16/2018,9:05:00,4/16/2018 9:05,1084.558459
4/16/2018,10:05:00,4/16/2018 10:05,1080.688338
4/16/2018,11:05:00,4/16/2018 11:05,1080.991143
4/16/2018,12:05:00,4/16/2018 12:05,1082.665942
4/16/2018,13:05:00,4/16/2018 13:05,1086.025628
4/16/2018,14:05:00,4/16/2018 14:05,1088.371687
4/16/2018,15:05:00,4/16/2018 15:05,1090.893767
4/16/2018,16:05:00,4/16/2018 16:05,1094.785857
4/16/2018,17:05:00,4/16/2018 17:05,1097.342965
4/16/2018,18:05:00,4/16/2018 18:05,1099.393709
4/16/2018,19:05:00,4/16/2018 19:05,1100.442018
4/16/2018,20:05:00,4/16/2018 20:05,1085.997561
4/16/2018,21:05:00,4/16/2018 21:05,1076.670019
4/16/2018,22:05:00,4/16/2018 22:05,1073.157943
4/16/2018,23:05:00,4/16/2018 23:05,1073.002087
4/17/2018,0:05:00,4/17/2018 0:05,1074.49337
4/17/2018,1:05:00,4/17/2018 1:05,1076.640678
4/17/2018,2:05:00,4/17/2018 2:05,1078.97424
4/17/2018,3:05:00,4/17/2018 3:05,1081.971576
4/17/2018,4:05:00,4/17/2018 4:05,1084.086686
4/17/2018,5:05:00,4/17/2018 5:05,1087.391026
4/17/2018,6:05:00,4/17/2018 6:05,1093.139636
4/17/2018,7:05:00,4/17/2018 7:05,1100.15234
4/17/2018,8:05:00,4/17/2018 8:05,1104.979614
4/17/2018,9:05:00,4/17/2018 9:05,1106.591896
4/17/2018,10:05:00,4/17/2018 10:05,1105.533895
4/17/2018,11:05:00,4/17/2018 11:05,1105.206941
4/17/2018,12:05:00,4/17/2018 12:05,1105.375398
4/17/2018,13:05:00,4/17/2018 13:05,1106.407428
4/17/2018,14:05:00,4/17/2018 14:05,1106.731796
4/17/2018,15:05:00,4/17/2018 15:05,1105.836493
4/17/2018,16:05:00,4/17/2018 16:05,1105.810183
4/17/2018,17:05:00,4/17/2018 17:05,1108.730893
4/17/2018,18:05:00,4/17/2018 18:05,1113.249838
4/17/2018,19:05:00,4/17/2018 19:05,1116.759353
4/17/2018,20:05:00,4/17/2018 20:05,1119.053531
4/17/2018,21:05:00,4/17/2018 21:05,1117.997251
4/17/2018,22:05:00,4/17/2018 22:05,1111.510248
4/17/2018,23:05:00,4/17/2018 23:05,1107.510942
4/18/2018,0:05:00,4/18/2018 0:05,1105.431844
4/18/2018,1:05:00,4/18/2018 1:05,1104.392248
4/18/2018,2:05:00,4/18/2018 2:05,1104.583048
4/18/2018,3:05:00,4/18/2018 3:05,1107.672059
4/18/2018,4:05:00,4/18/2018 4:05,1109.249162
4/18/2018,5:05:00,4/18/2018 5:05,1110.286204
4/18/2018,6:05:00,4/18/2018 6:05,1111.84633
4/18/2018,7:05:00,4/18/2018 7:05,1112.190212
4/18/2018,8:05:00,4/18/2018 8:05,1113.426332
4/18/2018,9:05:00,4/18/2018 9:05,1113.945187
4/18/2018,10:05:00,4/18/2018 10:05,1109.723196
4/18/2018,11:05:00,4/18/2018 11:05,1108.371191
4/18/2018,12:05:00,4/18/2018 12:05,1107.652434
4/18/2018,13:05:00,4/18/2018 13:05,1108.887085
4/18/2018,14:05:00,4/18/2018 14:05,1113.077255
4/18/2018,15:05:00,4/18/2018 15:05,1112.746253
4/18/2018,16:05:00,4/18/2018 16:05,1113.612598
4/18/2018,17:05:00,4/18/2018 17:05,1114.284496
4/18/2018,18:05:00,4/18/2018 18:05,1116.242065
4/18/2018,19:05:00,4/18/2018 19:05,1115.672335
4/18/2018,20:05:00,4/18/2018 20:05,1114.094875
4/18/2018,21:05:00,4/18/2018 21:05,1101.291071
4/18/2018,22:05:00,4/18/2018 22:05,1097.445975
4/18/2018,23:05:00,4/18/2018 23:05,1103.912221
4/19/2018,0:05:00,4/19/2018 0:05,1100.311641
4/19/2018,1:05:00,4/19/2018 1:05,1098.249919
4/19/2018,2:05:00,4/19/2018 2:05,1096.403961
4/19/2018,3:05:00,4/19/2018 3:05,1095.52234
4/19/2018,4:05:00,4/19/2018 4:05,1094.455082
4/19/2018,5:05:00,4/19/2018 5:05,1096.368135
4/19/2018,6:05:00,4/19/2018 6:05,1097.903399
4/19/2018,7:05:00,4/19/2018 7:05,1100.500784
4/19/2018,13:05:00,4/19/2018 13:05,1076.306022
4/19/2018,14:05:00,4/19/2018 14:05,1075.273866
4/19/2018,15:05:00,4/19/2018 15:05,1076.908749
4/19/2018,16:05:00,4/19/2018 16:05,1078.560753
4/19/2018,17:05:00,4/19/2018 17:05,1082.059914
4/19/2018,18:05:00,4/19/2018 18:05,1085.519338
4/19/2018,19:05:00,4/19/2018 19:05,1089.724731
4/19/2018,20:05:00,4/19/2018 20:05,1093.64189
4/19/2018,21:05:00,4/19/2018 21:05,1097.570452
4/19/2018,22:05:00,4/19/2018 22:05,1095.655633
4/19/2018,23:05:00,4/19/2018 23:05,1091.904714
4/20/2018,0:05:00,4/20/2018 0:05,1087.718786
4/20/2018,1:05:00,4/20/2018 1:05,1085.663563
4/20/2018,2:05:00,4/20/2018 2:05,1085.490934
4/20/2018,3:05:00,4/20/2018 3:05,1088.706565
4/20/2018,4:05:00,4/20/2018 4:05,1090.590763
4/20/2018,5:05:00,4/20/2018 5:05,1091.055888
4/20/2018,6:05:00,4/20/2018 6:05,1092.046359
4/20/2018,7:05:00,4/20/2018 7:05,1095.472184
4/20/2018,8:05:00,4/20/2018 8:05,1098.895017
4/20/2018,9:05:00,4/20/2018 9:05,1101.665707
4/20/2018,10:05:00,4/20/2018 10:05,1081.009424
4/20/2018,11:05:00,4/20/2018 11:05,1069.0278
4/20/2018,12:05:00,4/20/2018 12:05,1066.339124
4/20/2018,13:05:00,4/20/2018 13:05,1069.032647
4/20/2018,14:05:00,4/20/2018 14:05,1074.391929
4/20/2018,15:05:00,4/20/2018 15:05,1076.760054
4/20/2018,16:05:00,4/20/2018 16:05,1078.284758
4/20/2018,17:05:00,4/20/2018 17:05,1079.604546
4/20/2018,18:05:00,4/20/2018 18:05,1083.987787
4/20/2018,19:05:00,4/20/2018 19:05,1085.29054
4/20/2018,20:05:00,4/20/2018 20:05,1088.036691
4/20/2018,21:05:00,4/20/2018 21:05,1087.813569
4/20/2018,22:05:00,4/20/2018 22:05,1059.749814
4/20/2018,23:05:00,4/20/2018 23:05,1050.962491
4/21/2018,0:05:00,4/21/2018 0:05,1048.547987
4/21/2018,1:05:00,4/21/2018 1:05,1048.060821
4/21/2018,2:05:00,4/21/2018 2:05,1047.926696
4/21/2018,3:05:00,4/21/2018 3:05,1048.748831
4/21/2018,4:05:00,4/21/2018 4:05,1049.712334
4/21/2018,5:05:00,4/21/2018 5:05,1052.35428
4/21/2018,6:05:00,4/21/2018 6:05,1054.294516
4/21/2018,7:05:00,4/21/2018 7:05,1056.198911
4/21/2018,8:05:00,4/21/2018 8:05,1059.798349
4/21/2018,9:05:00,4/21/2018 9:05,1063.248244
4/21/2018,10:05:00,4/21/2018 10:05,1064.036083
4/21/2018,11:05:00,4/21/2018 11:05,1097.812077
4/21/2018,12:05:00,4/21/2018 12:05,1075.583138
4/21/2018,13:05:00,4/21/2018 13:05,1070.608017
4/21/2018,14:05:00,4/21/2018 14:05,1070.13492
4/21/2018,15:05:00,4/21/2018 15:05,1069.634638
4/21/2018,16:05:00,4/21/2018 16:05,1069.823783
4/21/2018,17:05:00,4/21/2018 17:05,1071.987559
4/21/2018,18:05:00,4/21/2018 18:05,1074.667921
4/21/2018,19:05:00,4/21/2018 19:05,1078.177581
4/21/2018,20:05:00,4/21/2018 20:05,1079.009128
4/21/2018,21:05:00,4/21/2018 21:05,1077.528504
4/21/2018,22:05:00,4/21/2018 22:05,1076.870735
4/21/2018,23:05:00,4/21/2018 23:05,1074.675179
4/22/2018,0:05:00,4/22/2018 0:05,1051.604078
4/22/2018,1:05:00,4/22/2018 1:05,1074.239853
4/22/2018,2:05:00,4/22/2018 2:05,1071.081309
4/22/2018,3:05:00,4/22/2018 3:05,1068.250125
4/22/2018,4:05:00,4/22/2018 4:05,1067.283846
4/22/2018,5:05:00,4/22/2018 5:05,1068.918355
4/22/2018,6:05:00,4/22/2018 6:05,1073.596015
4/22/2018,7:05:00,4/22/2018 7:05,1077.141937
4/22/2018,8:05:00,4/22/2018 8:05,1080.158789
4/22/2018,9:05:00,4/22/2018 9:05,1082.359871
4/22/2018,10:05:00,4/22/2018 10:05,1084.021718
4/22/2018,11:05:00,4/22/2018 11:05,1137.873989
4/22/2018,12:05:00,4/22/2018 12:05,1199.232692
4/22/2018,13:05:00,4/22/2018 13:05,1181.789932
4/22/2018,14:05:00,4/22/2018 14:05,1173.938386
4/22/2018,15:05:00,4/22/2018 15:05,1172.623932
4/22/2018,16:05:00,4/22/2018 16:05,1171.136094
4/22/2018,17:05:00,4/22/2018 17:05,1172.027894
4/22/2018,18:05:00,4/22/2018 18:05,1175.553985
4/22/2018,19:05:00,4/22/2018 19:05,1181.565013
4/22/2018,20:05:00,4/22/2018 20:05,1186.626174
4/22/2018,21:05:00,4/22/2018 21:05,1190.046151
4/22/2018,22:05:00,4/22/2018 22:05,1191.950083
4/22/2018,23:05:00,4/22/2018 23:05,1195.015003
4/23/2018,0:05:00,4/23/2018 0:05,1199.233455
4/23/2018,1:05:00,4/23/2018 1:05,1240.096637
4/23/2018,2:05:00,4/23/2018 2:05,1215.746624
4/23/2018,3:05:00,4/23/2018 3:05,1208.133302
4/23/2018,4:05:00,4/23/2018 4:05,1208.518452
4/23/2018,5:05:00,4/23/2018 5:05,1210.660842
4/23/2018,6:05:00,4/23/2018 6:05,1214.906536
4/23/2018,7:05:00,4/23/2018 7:05,1217.459619
4/23/2018,8:05:00,4/23/2018 8:05,1219.622402
4/23/2018,9:05:00,4/23/2018 9:05,1222.548028
4/23/2018,10:05:00,4/23/2018 10:05,1227.670589
4/23/2018,12:05:00,4/23/2018 12:05,1227.435234
4/23/2018,13:05:00,4/23/2018 13:05,1235.417107
4/23/2018,14:05:00,4/23/2018 14:05,1272.38447
4/23/2018,15:05:00,4/23/2018 15:05,1265.587658
4/23/2018,16:05:00,4/23/2018 16:05,1264.120147
4/23/2018,17:05:00,4/23/2018 17:05,1263.739506
4/23/2018,18:05:00,4/23/2018 18:05,1263.317722
4/23/2018,19:05:00,4/23/2018 19:05,1264.756252
4/23/2018,20:05:00,4/23/2018 20:05,1266.439
4/23/2018,21:05:00,4/23/2018 21:05,1268.715396
4/23/2018,22:05:00,4/23/2018 22:05,1270.780027
4/23/2018,23:05:00,4/23/2018 23:05,1276.246534
4/24/2018,0:05:00,4/24/2018 0:05,1280.614103
4/24/2018,1:05:00,4/24/2018 1:05,1277.492468
4/24/2018,2:05:00,4/24/2018 2:05,1325.690023
4/24/2018,3:05:00,4/24/2018 3:05,1374.805246
4/24/2018,4:05:00,4/24/2018 4:05,1362.061502
4/24/2018,5:05:00,4/24/2018 5:05,1354.118188
4/24/2018,6:05:00,4/24/2018 6:05,1349.878501
4/24/2018,7:05:00,4/24/2018 7:05,1348.236644
4/24/2018,8:05:00,4/24/2018 8:05,1344.673366
4/24/2018,9:05:00,4/24/2018 9:05,1343.153568
4/24/2018,10:05:00,4/24/2018 10:05,1344.008075
4/24/2018,11:05:00,4/24/2018 11:05,1342.094012
4/24/2018,12:05:00,4/24/2018 12:05,1340.097867
4/24/2018,13:05:00,4/24/2018 13:05,1327.76161
4/24/2018,14:05:00,4/24/2018 14:05,1384.992124
4/24/2018,15:05:00,4/24/2018 15:05,1461.680512
4/24/2018,16:05:00,4/24/2018 16:05,1457.187678
4/24/2018,17:05:00,4/24/2018 17:05,1448.701882
4/24/2018,18:05:00,4/24/2018 18:05,1444.415507
4/24/2018,19:05:00,4/24/2018 19:05,1441.223709
4/24/2018,20:05:00,4/24/2018 20:05,1439.961946
4/24/2018,21:05:00,4/24/2018 21:05,1437.982384
4/24/2018,22:05:00,4/24/2018 22:05,1437.720822
4/24/2018,23:05:00,4/24/2018 23:05,1435.968651
4/25/2018,0:05:00,4/25/2018 0:05,1410.146563
4/25/2018,1:05:00,4/25/2018 1:05,1398.592853
4/25/2018,2:05:00,4/25/2018 2:05,1390.89368
4/25/2018,3:05:00,4/25/2018 3:05,1375.979072
4/25/2018,4:05:00,4/25/2018 4:05,1357.441667
4/25/2018,5:05:00,4/25/2018 5:05,1348.062279
4/25/2018,6:05:00,4/25/2018 6:05,1335.796137
4/25/2018,7:05:00,4/25/2018 7:05,1330.738645
4/25/2018,8:05:00,4/25/2018 8:05,1330.94891
4/25/2018,9:05:00,4/25/2018 9:05,1331.403463
4/25/2018,10:05:00,4/25/2018 10:05,1333.197178
4/25/2018,11:05:00,4/25/2018 11:05,1333.4507
4/25/2018,12:05:00,4/25/2018 12:05,1318.531849
4/25/2018,13:05:00,4/25/2018 13:05,1293.273377
4/25/2018,14:05:00,4/25/2018 14:05,1366.882606
4/25/2018,15:05:00,4/25/2018 15:05,1352.156293
4/25/2018,16:05:00,4/25/2018 16:05,1339.693633
4/25/2018,17:05:00,4/25/2018 17:05,1330.550862
4/25/2018,18:05:00,4/25/2018 18:05,1322.878728
4/25/2018,19:05:00,4/25/2018 19:05,1310.280579
4/25/2018,20:05:00,4/25/2018 20:05,1304.89367
4/25/2018,21:05:00,4/25/2018 21:05,1301.078736
4/25/2018,22:05:00,4/25/2018 22:05,1298.138645
4/25/2018,23:05:00,4/25/2018 23:05,1287.353203
4/26/2018,0:05:00,4/26/2018 0:05,1279.636406
4/26/2018,1:05:00,4/26/2018 1:05,1275.07152
4/26/2018,2:05:00,4/26/2018 2:05,1268.661961
4/26/2018,3:05:00,4/26/2018 3:05,1277.858138
4/26/2018,4:05:00,4/26/2018 4:05,1355.963092
4/26/2018,5:05:00,4/26/2018 5:05,1362.246874
4/26/2018,6:05:00,4/26/2018 6:05,1352.997716
4/26/2018,7:05:00,4/26/2018 7:05,1351.407417
4/26/2018,12:05:00,4/26/2018 12:05,1318.179294
4/26/2018,13:05:00,4/26/2018 13:05,1308.806392
4/26/2018,14:05:00,4/26/2018 14:05,1307.835694
4/26/2018,15:05:00,4/26/2018 15:05,1308.049584
4/26/2018,16:05:00,4/26/2018 16:05,1305.522571
4/26/2018,17:05:00,4/26/2018 17:05,1322.399342
4/26/2018,18:05:00,4/26/2018 18:05,1314.817468
4/26/2018,19:05:00,4/26/2018 19:05,1307.280427
4/26/2018,20:05:00,4/26/2018 20:05,1298.325665
4/26/2018,21:05:00,4/26/2018 21:05,1290.72078
4/26/2018,22:05:00,4/26/2018 22:05,1284.627404
4/26/2018,23:05:00,4/26/2018 23:05,1282.528041
4/27/2018,0:05:00,4/27/2018 0:05,1279.64461
4/27/2018,1:05:00,4/27/2018 1:05,1278.829899
4/27/2018,2:05:00,4/27/2018 2:05,1277.628782
4/27/2018,3:05:00,4/27/2018 3:05,1274.131504
4/27/2018,4:05:00,4/27/2018 4:05,1260.719741
4/27/2018,5:05:00,4/27/2018 5:05,1248.806255
4/27/2018,6:05:00,4/27/2018 6:05,1246.632743
4/27/2018,7:05:00,4/27/2018 7:05,1243.818434
4/27/2018,8:05:00,4/27/2018 8:05,1240.442344
4/27/2018,9:05:00,4/27/2018 9:05,1237.244443
4/27/2018,10:05:00,4/27/2018 10:05,1229.335652
4/27/2018,11:05:00,4/27/2018 11:05,1222.679908
4/27/2018,12:05:00,4/27/2018 12:05,1218.364499
4/27/2018,13:05:00,4/27/2018 13:05,1213.89713
4/27/2018,14:05:00,4/27/2018 14:05,1279.657604
4/27/2018,15:05:00,4/27/2018 15:05,1353.14215
4/27/2018,16:05:00,4/27/2018 16:05,1452.691561
4/27/2018,17:05:00,4/27/2018 17:05,1455.685526
4/27/2018,18:05:00,4/27/2018 18:05,1435.357656
4/27/2018,19:05:00,4/27/2018 19:05,1419.772495
4/27/2018,20:05:00,4/27/2018 20:05,1413.743929
4/27/2018,21:05:00,4/27/2018 21:05,1412.10714
4/27/2018,22:05:00,4/27/2018 22:05,1415.429095
4/27/2018,23:05:00,4/27/2018 23:05,1416.435896
4/28/2018,0:05:00,4/28/2018 0:05,1417.359476
4/28/2018,1:05:00,4/28/2018 1:05,1416.537418
4/28/2018,2:05:00,4/28/2018 2:05,1393.049994
4/28/2018,3:05:00,4/28/2018 3:05,1371.818606
4/28/2018,4:05:00,4/28/2018 4:05,1410.391358
4/28/2018,5:05:00,4/28/2018 5:05,1464.898748
4/28/2018,6:05:00,4/28/2018 6:05,1473.293542
4/28/2018,7:05:00,4/28/2018 7:05,1442.717432
4/28/2018,8:05:00,4/28/2018 8:05,1421.21975
4/28/2018,9:05:00,4/28/2018 9:05,1408.303275
4/28/2018,10:05:00,4/28/2018 10:05,1400.434575
4/28/2018,11:05:00,4/28/2018 11:05,1399.951365
4/28/2018,12:05:00,4/28/2018 12:05,1401.555554
4/28/2018,13:05:00,4/28/2018 13:05,1394.762472
4/28/2018,14:05:00,4/28/2018 14:05,1376.174386
4/28/2018,15:05:00,4/28/2018 15:05,1428.239582
4/28/2018,16:05:00,4/28/2018 16:05,1477.905309
4/28/2018,17:05:00,4/28/2018 17:05,1557.015625
4/28/2018,18:05:00,4/28/2018 18:05,1546.949575
4/28/2018,19:05:00,4/28/2018 19:05,1536.624813
4/28/2018,20:05:00,4/28/2018 20:05,1526.942632
4/28/2018,21:05:00,4/28/2018 21:05,1523.822973
4/28/2018,22:05:00,4/28/2018 22:05,1526.605231
4/28/2018,23:05:00,4/28/2018 23:05,1526.466769
4/29/2018,0:05:00,4/29/2018 0:05,1526.362307
4/29/2018,1:05:00,4/29/2018 1:05,1525.175068
4/29/2018,2:05:00,4/29/2018 2:05,1521.184731
4/29/2018,3:05:00,4/29/2018 3:05,1471.88699
4/29/2018,4:05:00,4/29/2018 4:05,1478.484529
4/29/2018,5:05:00,4/29/2018 5:05,1481.631561
4/29/2018,6:05:00,4/29/2018 6:05,1486.267645
4/29/2018,7:05:00,4/29/2018 7:05,1482.14016
4/29/2018,8:05:00,4/29/2018 8:05,1455.104033
4/29/2018,9:05:00,4/29/2018 9:05,1449.089173
